Calendar Year,Emirate,On Campus,Commuting Distance (Km)
2024-01-01,Abu Dhabi,false,36.93
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,false,14.08
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,5.88
2024-01-01,Abu Dhabi,false,14.37
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,false,37.92
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,18.59
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,
2024-01-01,Abu Dhabi,false,15.57
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,31.54
2024-01-01,Abu Dhabi,false,12.87
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,false,21.59
2024-01-01,Abu Dhabi,false,16.14
2024-01-01,Abu Dhabi,false,39.91
2024-01-01,Abu Dhabi,false,5.88
2024-01-01,Abu Dhabi,false,37.79
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,false,18.32
2024-01-01,Abu Dhabi,false,35.05
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,false,13.21
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,31.81
2024-01-01,Abu Dhabi,false,14.08
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,18.47
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,33.03
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,13.35
2024-01-01,Abu Dhabi,false,9.34
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,12.24
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,4.13
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,33.43
2024-01-01,Abu Dhabi,false,40.3
2024-01-01,Abu Dhabi,false,14.18
2024-01-01,Abu Dhabi,false,14.08
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,57.44
2024-01-01,Abu Dhabi,false,5.8
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,false,
2024-01-01,Abu Dhabi,false,32.23
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,31.54
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,10.77
2024-01-01,Abu Dhabi,false,9.97
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,26.06
2024-01-01,Abu Dhabi,false,14.08
2024-01-01,Abu Dhabi,false,11.42
2024-01-01,Abu Dhabi,false,25.1
2024-01-01,Abu Dhabi,false,14.08
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,false,9.78
2024-01-01,Abu Dhabi,false,
2024-01-01,Abu Dhabi,false,14.69
2024-01-01,Abu Dhabi,false,37.68
2024-01-01,Abu Dhabi,false,15.57
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,19.26
2024-01-01,Abu Dhabi,false,40.3
2024-01-01,Abu Dhabi,false,14.86
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,true,
2024-01-01,Umm-Al Quwain,false,198.61
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,10.77
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,9.5
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,9.5
2024-01-01,Abu Dhabi,false,12.64
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,26.65
2024-01-01,Abu Dhabi,false,14.08
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,35.89
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,7.56
2024-01-01,Abu Dhabi,false,166.81
2024-01-01,Abu Dhabi,false,167.74
2024-01-01,Abu Dhabi,false,13.06
2024-01-01,Abu Dhabi,false,15.85
2024-01-01,Abu Dhabi,false,42.79
2024-01-01,Abu Dhabi,false,44.05
2024-01-01,Abu Dhabi,false,38.05
2024-01-01,Abu Dhabi,false,42.48
2024-01-01,Abu Dhabi,false,60.65
2024-01-01,Abu Dhabi,false,36.05
2024-01-01,Abu Dhabi,false,17.44
2024-01-01,Abu Dhabi,false,36.11
2024-01-01,Abu Dhabi,false,17.44
2024-01-01,Abu Dhabi,false,48.57
2024-01-01,Abu Dhabi,false,42.48
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,16.39
2024-01-01,Abu Dhabi,false,22.78
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,9.78
2024-01-01,Abu Dhabi,false,45.91
2024-01-01,Abu Dhabi,false,5.88
2024-01-01,Abu Dhabi,false,5.88
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,36.62
2024-01-01,Abu Dhabi,false,8.12
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,12.41
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,15.94
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,14.95
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,5.88
2024-01-01,Abu Dhabi,false,17.93
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,16.34
2024-01-01,Abu Dhabi,false,11.44
2024-01-01,Abu Dhabi,false,37.46
2024-01-01,Abu Dhabi,false,15.58
2024-01-01,Abu Dhabi,false,38.31
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,37.52
2024-01-01,Abu Dhabi,false,8.03
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,14.15
2024-01-01,Abu Dhabi,false,18.59
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,8.88
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,12.99
2024-01-01,Abu Dhabi,false,37.52
2024-01-01,Abu Dhabi,false,31.81
2024-01-01,Abu Dhabi,false,7.26
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,12.66
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,14.31
2024-01-01,Abu Dhabi,false,63.35
2024-01-01,Abu Dhabi,false,43.57
2024-01-01,Abu Dhabi,false,12.86
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,14.18
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,15.79
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,10.76
2024-01-01,Abu Dhabi,false,37.96
2024-01-01,Abu Dhabi,false,11.89
2024-01-01,Abu Dhabi,false,44.95
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,7.94
2024-01-01,Abu Dhabi,false,12.92
2024-01-01,Abu Dhabi,false,34.67
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,15.25
2024-01-01,Abu Dhabi,false,33.76
2024-01-01,Abu Dhabi,false,9.78
2024-01-01,Abu Dhabi,false,14.28
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,10.16
2024-01-01,Dubai,false,150.44
2024-01-01,Abu Dhabi,false,42.79
2024-01-01,Sharjah,false,176.49
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,35.82
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,10.11
2024-01-01,Abu Dhabi,false,19.18
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,15.46
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,14.08
2024-01-01,Abu Dhabi,true,
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,false,43.3
2024-01-01,Abu Dhabi,false,2.61
2024-01-01,Abu Dhabi,false,31.81
2024-01-01,Abu Dhabi,false,17.51
2024-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,50.63
2025-01-01,Abu Dhabi,false,11.09
2025-01-01,Abu Dhabi,false,178.9
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,14.04
2025-01-01,Abu Dhabi,false,37.52
2025-01-01,Abu Dhabi,false,37.52
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,18.59
2025-01-01,Abu Dhabi,false,13.57
2025-01-01,Dubai,false,125.09
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,36.74
2025-01-01,Abu Dhabi,false,16.34
2025-01-01,Abu Dhabi,false,17.57
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,
2025-01-01,Dubai,false,97.15
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,10.4
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,3.77
2025-01-01,Abu Dhabi,false,11.73
2025-01-01,Abu Dhabi,false,13.62
2025-01-01,Abu Dhabi,false,13.62
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,31.48
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,7.5
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,17.51
2025-01-01,Abu Dhabi,false,9.71
2025-01-01,Abu Dhabi,false,35.05
2025-01-01,Abu Dhabi,false,39.91
2025-01-01,Abu Dhabi,false,183.12
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,31.14
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,14.46
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,false,15.87
2025-01-01,Abu Dhabi,false,13.94
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,5.8
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,11.43
2025-01-01,Abu Dhabi,false,23.15
2025-01-01,Abu Dhabi,true,
2025-01-01,Dubai,false,122.8
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,false,5.74
2025-01-01,Abu Dhabi,false,41.27
2025-01-01,Abu Dhabi,false,10.49
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,35.05
2025-01-01,Abu Dhabi,false,13.72
2025-01-01,Abu Dhabi,false,21.61
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,20.87
2025-01-01,Abu Dhabi,false,6.44
2025-01-01,Dubai,false,111.56
2025-01-01,Abu Dhabi,false,32.11
2025-01-01,Abu Dhabi,false,37.96
2025-01-01,Abu Dhabi,false,20.37
2025-01-01,Dubai,false,112.96
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,4.39
2025-01-01,Dubai,false,112.85
2025-01-01,Abu Dhabi,false,17.59
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,31.83
2025-01-01,Abu Dhabi,false,22.78
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,13.3
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Dubai,false,116.07
2025-01-01,Abu Dhabi,false,31.81
2025-01-01,Abu Dhabi,false,13.99
2025-01-01,Abu Dhabi,false,38.75
2025-01-01,Abu Dhabi,false,23.85
2025-01-01,Abu Dhabi,false,23.9
2025-01-01,Dubai,false,112.51
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,31
2025-01-01,Abu Dhabi,false,16.34
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,2.93
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,14.14
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,5.99
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,15.46
2025-01-01,Abu Dhabi,false,14.64
2025-01-01,Abu Dhabi,false,15.27
2025-01-01,Abu Dhabi,false,13.36
2025-01-01,Abu Dhabi,false,7.54
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,false,4.39
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,9.34
2025-01-01,Abu Dhabi,false,16.34
2025-01-01,Abu Dhabi,false,15.87
2025-01-01,Abu Dhabi,false,17.51
2025-01-01,Abu Dhabi,false,10.9
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,false,14.41
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,12.99
2025-01-01,Abu Dhabi,false,33.12
2025-01-01,Abu Dhabi,false,8.03
2025-01-01,Abu Dhabi,false,41.24
2025-01-01,Abu Dhabi,false,36.5
2025-01-01,Abu Dhabi,false,37.52
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,false,15.96
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,false,13.1
2025-01-01,Abu Dhabi,false,37.52
2025-01-01,Abu Dhabi,false,44.15
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,9.5
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,10.66
2025-01-01,Abu Dhabi,false,9.91
2025-01-01,Abu Dhabi,false,13.28
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,14.67
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,14.06
2025-01-01,Abu Dhabi,false,13.07
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,9.34
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,32.23
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,33.76
2025-01-01,Abu Dhabi,false,35.05
2025-01-01,Abu Dhabi,false,20.56
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,44.04
2025-01-01,Abu Dhabi,false,22.78
2025-01-01,Abu Dhabi,false,7.49
2025-01-01,Abu Dhabi,false,16.34
2025-01-01,Abu Dhabi,false,13.94
2025-01-01,Abu Dhabi,false,8.9
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,44.04
2025-01-01,Abu Dhabi,false,5.8
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Dubai,false,121.59
2025-01-01,Abu Dhabi,false,14.86
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,10.9
2025-01-01,Abu Dhabi,false,22.78
2025-01-01,Abu Dhabi,false,35.05
2025-01-01,Abu Dhabi,false,37.61
2025-01-01,Abu Dhabi,false,33.65
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,17.51
2025-01-01,Abu Dhabi,false,8.03
2025-01-01,Abu Dhabi,false,1.64
2025-01-01,Abu Dhabi,false,1.64
2025-01-01,Abu Dhabi,false,15.87
2025-01-01,Abu Dhabi,false,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,9.23
2025-01-01,Abu Dhabi,false,10.53
2025-01-01,Abu Dhabi,false,13.48
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,16.34
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,false,15.87
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,false,12.72
2025-01-01,Dubai,false,148.39
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,17.51
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,176.61
2025-01-01,Abu Dhabi,false,7.26
2025-01-01,Abu Dhabi,false,160.01
2025-01-01,Abu Dhabi,false,5.8
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,12.55
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,3.85
2025-01-01,Abu Dhabi,false,33.65
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,4.42
2025-01-01,Abu Dhabi,false,20.03
2025-01-01,Abu Dhabi,false,48.88
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,17.77
2025-01-01,Abu Dhabi,false,15.46
2025-01-01,Abu Dhabi,false,15.76
2025-01-01,Abu Dhabi,false,11.09
2025-01-01,Abu Dhabi,false,5.8
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,16.07
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,false,12.96
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,12.41
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,false,39.91
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,14.47
2025-01-01,Abu Dhabi,false,14.06
2025-01-01,Abu Dhabi,false,13.72
2025-01-01,Abu Dhabi,false,9.83
2025-01-01,Abu Dhabi,false,51.31
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,16.07
2025-01-01,Abu Dhabi,false,17.51
2025-01-01,Abu Dhabi,false,12.96
2025-01-01,Abu Dhabi,false,22.83
2025-01-01,Abu Dhabi,false,15.21
2025-01-01,Abu Dhabi,false,5.8
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,37.53
2025-01-01,Abu Dhabi,false,14.06
2025-01-01,Abu Dhabi,false,16.07
2025-01-01,Abu Dhabi,false,17.51
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,false,33.43
2025-01-01,Abu Dhabi,false,5.88
2025-01-01,Abu Dhabi,false,37.68
2025-01-01,Dubai,false,125.15
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,35.05
2025-01-01,Abu Dhabi,false,13.71
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,16.9
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,17.1
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,false,31.65
2025-01-01,Abu Dhabi,false,31.65
2025-01-01,Abu Dhabi,false,18.34
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,15.87
2025-01-01,Abu Dhabi,false,14.22
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,false,33.76
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,false,14.31
2025-01-01,Abu Dhabi,false,22.8
2025-01-01,Abu Dhabi,false,15.45
2025-01-01,Abu Dhabi,false,13.1
2025-01-01,Abu Dhabi,false,17.51
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,25.54
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,false,15.03
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,false,8.03
2025-01-01,Abu Dhabi,false,5.99
2025-01-01,Abu Dhabi,false,167.74
2025-01-01,Abu Dhabi,false,43.03
2025-01-01,Abu Dhabi,false,10.16
2025-01-01,Abu Dhabi,true,
2025-01-01,Dubai,false,132.9
2025-01-01,Abu Dhabi,false,7.57
2025-01-01,Abu Dhabi,false,17.51
2025-01-01,Abu Dhabi,false,55.55
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,13.28
2025-01-01,Abu Dhabi,false,49.9
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,false,17.51
2025-01-01,Abu Dhabi,false,22.78
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,false,17.51
2025-01-01,Abu Dhabi,false,30.74
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,39.49
2025-01-01,Abu Dhabi,false,13.28
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,17.8
2025-01-01,Abu Dhabi,false,7.26
2025-01-01,Abu Dhabi,false,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,11.17
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,48.69
2025-01-01,Abu Dhabi,false,2.61
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,14.86
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,13.06
2025-01-01,Abu Dhabi,false,10.66
2025-01-01,Abu Dhabi,false,13.71
2025-01-01,Abu Dhabi,false,32.23
2025-01-01,Abu Dhabi,false,17.51
2025-01-01,Abu Dhabi,false,41.02
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,true,
2025-01-01,Abu Dhabi,false,14.08
2025-01-01,Abu Dhabi,false,14.25
2025-01-01,Abu Dhabi,false,33.51
2025-01-01,Abu Dhabi,false,23.37
2025-01-01,Abu Dhabi,false,45.15
