Date,Day,Breakfast (kg),Lunch (kg),Dinner (kg),Total Wastage (kg)
Date(2022,0,16),Sunday,4.61,5.18,9.93,19.72
Date(2022,0,17),Monday,4.32,17.53,9.29,31.14
Date(2022,0,18),Tuesday,2.85,13.14,14.96,30.950000000000003
Date(2022,0,19),Wednesday,4.89,6.99,10.45,22.33
Date(2022,0,20),Thursday,3.34,13.32,14.23,30.89
Date(2022,0,21),Friday,7.1,16.78,6.58,30.46
Date(2022,0,22),Saturday,7.18,21.1,13,41.28
Date(2022,0,23),Sunday,8.8,10.47,17.39,36.660000000000004
Date(2022,0,24),Monday,6.95,16.69,14.89,38.53
Date(2022,0,25),Tuesday,9.82,30.44,13.6,53.86000000000001
Date(2022,0,26),Wednesday,5.4,12.62,15.34,33.36
Date(2022,0,27),Thursday,7.3,16.6,16.43,40.33
Date(2022,0,28),Friday,6.3,14.5,16,36.8
Date(2022,0,29),Saturday,9.71,15.22,16.96,41.89
Date(2022,0,30),Sunday,4.28,22.3,22.9,49.480000000000004
Date(2022,0,31),Monday,4.54,18.22,24.02,46.78
Date(2022,1,1),Tuesday,4.48,2.17,5.5,12.15
Date(2022,1,2),Wednesday,4.88,19.19,15.39,39.46
Date(2022,1,3),Thursday,5.06,22.02,19.1,46.18
Date(2022,1,4),Friday,6.8,20.97,19.37,47.14
Date(2022,1,5),Saturday,10.32,18.03,11.63,39.980000000000004
Date(2022,1,6),Sunday,5.83,11.2,21.16,38.19
Date(2022,1,7),Monday,8.73,19.89,21.38,50
Date(2022,1,8),Tuesday,2.93,31.29,24.61,58.83
Date(2022,1,9),Wednesday,7.49,27.92,28.47,63.88
Date(2022,1,10),Thursday,8.14,26.99,18.84,53.97
Date(2022,1,11),Friday,6.29,25.86,20.33,52.48
Date(2022,1,12),Saturday,2.9,11.68,17.79,32.37
Date(2022,1,13),Sunday,8.6,27.16,22.53,58.29
Date(2022,1,14),Monday,12.62,28.08,22.99,63.69
Date(2022,1,15),Tuesday,9.88,28.02,24.17,62.07
Date(2022,1,16),Wednesday,10.34,23.56,28.73,62.629999999999995
Date(2022,1,17),Thursday,10.87,30.97,22.81,64.64999999999999
Date(2022,1,18),Friday,3.92,35.33,25.44,64.69
Date(2022,1,19),Saturday,3.92,29.24,20.11,53.269999999999996
Date(2022,1,20),Sunday,6.82,24.39,20.85,52.06
Date(2022,1,21),Monday,9.37,25.04,26.02,60.42999999999999
Date(2022,1,22),Tuesday,8.78,12.3,17.14,38.22
Date(2022,1,23),Wednesday,2.12,21.58,16.28,39.980000000000004
Date(2022,1,24),Thursday,8.77,20.48,15.35,44.6
Date(2022,1,25),Friday,6.81,22.75,15.41,44.97
Date(2022,1,26),Saturday,6.75,22.62,18.65,48.019999999999996
Date(2022,1,27),Sunday,5.37,27.29,25.5,58.16
Date(2022,1,28),Monday,9.11,29.87,13.14,52.120000000000005
Date(2022,2,1),Tuesday,29.87,14.29,18.38,62.53999999999999
Date(2022,2,2),Wednesday,13.14,21.71,15.87,50.72
Date(2022,2,3),Thursday,7.57,23.25,17.95,48.769999999999996
Date(2022,2,4),Friday,10.24,21.62,14.91,46.769999999999996
Date(2022,2,5),Saturday,9.75,25.2,16.92,51.870000000000005
Date(2022,2,6),Sunday,9.51,29.79,23,62.3
Date(2022,2,7),Monday,9.24,22.69,20.07,52
Date(2022,2,8),Tuesday,7.79,21.45,17.38,46.62
Date(2022,2,9),Wednesday,13.3,18.96,10.96,43.220000000000006
Date(2022,2,10),Thursday,10.7,28.84,15.75,55.29
Date(2022,2,11),Friday,7.45,31.69,17.23,56.370000000000005
Date(2022,2,12),Saturday,9.11,24.31,9.93,43.35
